day,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2024-12-26,0.5428571428571428,1.0,0.7714285714285715,1.0,1.0
2024-12-27,-0.15227272727272725,1.0,0.6946969696969698,1.0,1.0
2025-01-02,0.26297088506269933,1.0,-1.05216529258302,1.0,1.0
2025-01-03,-0.9122835396978083,1.0,1.2928186120281728,1.0,1.0
2025-01-05,0.25506884447151446,1.0275740437273164,1.285889824474451,0.25593638449510975,2.0
2025-01-07,0.1230149923604581,0.8852984631763507,0.40391867931885783,1.2500892538810902,4.0
2025-01-08,0.034742578122646375,0.884791033007273,0.08220315347616362,0.9491082196777173,31.0
2025-01-09,-0.24516770030959423,0.6804932793421014,0.17820615915243151,0.7172228190291245,43.0
2025-01-10,0.19808975854554844,0.7817606590072229,0.15016252254450674,0.707169623021378,32.0
2025-01-11,0.008294445525718341,0.8579614758624935,0.05671456958375343,0.9653593755918867,25.0
2025-01-12,0.38868282690396944,0.6294824684931343,0.0011134228723821491,0.9406823609771655,22.0
2025-01-13,-0.06587154610810443,1.0246483812630824,0.1084518252205411,0.9075233451792649,54.0
2025-01-14,-0.38382107029088397,0.877963589726977,0.13643208917202132,0.8973599011845066,37.0
2025-01-15,0.011542260499646536,0.9884611251297011,0.10342698127223152,1.1326731966614108,27.0
2025-01-16,-0.07494141123947877,0.8550826803302839,-0.02659169910932847,0.9622059751934866,30.0
2025-01-17,-0.16841193152014475,0.9034915878655686,-0.06918115112488989,0.8807924196132602,29.0
2025-01-18,-0.09811004633364137,0.9219382223056317,0.03390923199524554,0.5302425498537019,13.0
2025-01-19,-0.06425608025371235,0.30602119328513994,0.5375256276942809,0.38261512070170556,2.0
2025-01-20,0.15819897557730492,0.605259794958124,0.5724297117265069,0.43664661815671585,4.0
2025-01-21,-0.022913805384454256,0.6844673210285207,-0.42357008601730506,0.9815353993457598,10.0
2025-01-22,0.08202349929983876,0.7301835139126951,-0.046511863819152933,0.7241784178191168,19.0
2025-01-23,0.20814653536512825,0.9249836407242896,-0.001188075317006314,0.7747816577117211,50.0
2025-01-24,0.05483427915933624,1.008197504919422,-0.13388330939632426,0.9545171273493894,83.0
2025-01-25,-0.20486429287144484,0.920193921025476,-0.21665450035668934,0.8443354577755234,29.0
2025-01-26,0.1644449008184742,0.7412553315768156,-0.011966925513608406,0.5005486549358258,10.0
2025-01-27,0.0962568894180684,0.9911440100764252,0.38369396931255145,0.9424471030291165,26.0
2025-01-28,0.12113075018890772,0.5666821833433346,0.25966427334058323,0.7690418466123087,36.0
2025-01-29,0.1043106019571692,0.6828571979162933,0.15158109194687425,0.9505991239220827,41.0
2025-01-30,-0.03286089597493819,0.9495572058472174,0.14075206761442371,0.9461552253760698,26.0
2025-01-31,0.12446372434417369,0.6978457655159671,0.10919664493276568,0.7815781313524908,27.0
2025-02-01,-0.10728121035185505,0.72307749516832,0.42320142375111647,0.7764840497845057,8.0
2025-02-03,-0.14669395070859095,0.6981844762314748,-0.044345832070168054,0.6301525419883046,11.0
2025-02-04,-0.2815931555556723,0.7986691712745335,0.0560512320144181,0.8207593441818128,15.0
2025-02-05,-0.0022322197684574354,0.8244967256355006,0.06209711525686149,1.0049667526312054,19.0
2025-02-06,-0.22018103562152794,0.9770747362406756,0.15115158325358882,0.5957739132898712,11.0
2025-02-07,0.2648134684655925,0.9425768635275386,0.03730533445719564,0.9745208146070291,25.0
2025-02-08,0.03778961493775551,1.0,-0.44054435731739844,1.0,1.0
2025-02-09,-0.09604963633124645,0.4190521988805754,-0.6394394243248075,0.7033210337956243,6.0
2025-02-10,-0.038578926757894344,0.9093576017257242,0.015971353783647682,0.7159379372766894,22.0
2025-02-11,0.18062509804538024,1.1938434036668026,0.15529174147567468,0.8344397955706924,10.0
2025-02-12,-0.21109804007764524,0.6151644932533356,-0.2542539421261319,0.9460923315557995,12.0
2025-02-13,-0.0690740994867274,0.24714495382685767,0.021918618591101335,0.529855913681353,5.0
2025-02-14,-0.0796007309868176,0.4032630221637121,0.03281070270297952,0.6808982384455825,3.0
